probe_id,log2fc,t_stat,pvalue,qvalue,gene
TC02002860.hg.1,3.0483333333333302,5.497690758411139,5.715275049175595e-05,0.0002116485294876499,"NR_002921 // SNORA75 // small nucleolar RNA, H/ACA box 75 // 2q37.1 // 654321 /// ENST00000384158 // SNORA75 // small nucleolar RNA, H/ACA box 75 // 2q37.1 // 654321"
TC03001669.hg.1,3.0481249999999998,7.413519188991422,1.4917441547659208e-06,1.1288043397919442e-05,NR_030293 // MIR568 // microRNA 568 // --- // 693153 /// ENST00000385036 // MIR568 // microRNA 568 // --- // 693153
TC02000145.hg.1,3.0464583333333346,9.602209568848632,6.368368502144877e-08,1.435391148908008e-06,--- // --- // uc021ves.1 // --- // ---
TC6_mcf_hap5000057.hg.1,3.0460416666666665,4.90437763644459,0.00013620745136463223,0.00044419471673592806,"NR_002971 // SNORA38 // small nucleolar RNA, H/ACA box 38 // 6p21.33 // 677820"
TC6_dbb_hap3000062.hg.1,3.0460416666666665,4.90437763644459,0.00013620745136463223,0.00044419471673592806,"NR_002971 // SNORA38 // small nucleolar RNA, H/ACA box 38 // 6p21.33 // 677820"
TC19000814.hg.1,3.044999999999999,13.681536280182586,1.900003650990928e-10,5.436586717970991e-08,--- // --- // ncrna:snRNA chromosome:GRCh37:19:54156939:54157045:1 gene:ENSG00000200393 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC14002271.hg.1,3.0437499999999984,6.095430488516118,1.851163807614371e-05,8.240302544534162e-05,ENST00000390624 // IGHV3-48 // immunoglobulin heavy variable 3-48 // --- // --- /// OTTHUMT00000324605 // IGHV3-48 // NULL // --- // ---
TC11000227.hg.1,3.0418750000000006,7.898582682081038,5.672921181050395e-07,5.697219237269053e-06,--- // --- // ncrna:miRNA chromosome:GRCh37:11:17095499:17095582:1 gene:ENSG00000221322 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---
TC04000521.hg.1,3.0416666666666683,7.250179732945319,1.9335132295206138e-06,1.365633244834172e-05,--- // --- // ncrna:miRNA chromosome:GRCh37:4:101051102:101051192:-1 gene:ENSG00000222196 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---
TC17001639.hg.1,3.0410416666666693,12.546353063316035,8.514252747449244e-11,3.638926959049067e-08,--- // --- // ncrna:snRNA chromosome:GRCh37:17:46274042:46274148:-1 gene:ENSG00000207306 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC02004946.hg.1,3.0410416666666675,4.013069285622986,0.0010713472216728698,0.002625796137671514,ENST00000482769 // IGKV2-28 // immunoglobulin kappa variable 2-28 // --- // --- /// OTTHUMT00000323401 // IGKV2-28 // NULL // --- // ---
TC15000048.hg.1,3.038125,9.252801184259804,4.937315750933599e-08,1.227574181153683e-06,"NR_003316 // SNORD116-1 // small nucleolar RNA, C/D box 116-1 // 15q11.2 // 100033413 /// ENST00000384335 // SNORD116-1 // small nucleolar RNA, C/D box 116-1 // 15q11.2 // 100033413"
TC07001991.hg.1,3.035416666666666,7.889963163200785,8.074117843190685e-07,7.251350308750905e-06,NR_031645 // MIR548F4 // microRNA 548f-4 // 7q35 // 100313895 /// ENST00000408515 // MIR548F4 // microRNA 548f-4 // 7q35 // 100313895
TC16001155.hg.1,3.0337500000000004,3.974195662548485,0.0011809164428275298,0.0028561936085693923,"NR_002978 // SNORA46 // small nucleolar RNA, H/ACA box 46 // 16q21 // 677827 /// ENST00000384762 // SNORA46 // small nucleolar RNA, H/ACA box 46 // 16q21 // 677827"
TC17001607.hg.1,3.0324999999999998,4.817461215950283,0.00018621161940011232,0.0005819640965821624,"--- // --- // DQ573673,uc021tys.1 // --- // ---"
TC0X000412.hg.1,3.031458333333334,14.99035237266987,5.960095918906561e-11,3.119948505518777e-08,--- // --- // ncrna:snRNA chromosome:GRCh37:X:74422538:74422644:1 gene:ENSG00000199601 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC12001414.hg.1,3.0302083333333343,10.179295922266913,9.512654136162964e-09,4.580778903667069e-07,--- // --- // cdna:known chromosome:GRCh37:12:44638177:44657765:-1 gene:ENSG00000257947 gene_biotype:antisense transcript_biotype:antisense // --- // ---
TC07000875.hg.1,3.029375,10.059060876199563,1.3063101882775842e-08,5.59014666628699e-07,--- // --- // ncrna:snRNA chromosome:GRCh37:7:139133486:139133589:1 gene:ENSG00000252332 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC15000045.hg.1,3.0291666666666672,11.436801997093735,4.705865231009254e-09,3.1651162083624796e-07,"NR_001294 // SNORD64 // small nucleolar RNA, C/D box 64 // 15q12 // 347686 /// NR_001292 // SNORD108 // small nucleolar RNA, C/D box 108 // 15q11.2 // 338427 /// NR_022008 // PAR5 // Prader-Willi/Angelman syndrome-5 // 15q11-q13 // 8123 /// ENST00000386683 // SNORD64 // small nucleolar RNA, C/D box 64 // 15q12 // 347686 /// ENST00000459332 // SNORD108 // small nucleolar RNA, C/D box 108 // 15q11.2 // 338427"
TC06001657.hg.1,3.0289583333333336,8.24205581073771,4.712487804010258e-07,5.047003845549705e-06,--- // --- // ncrna:miRNA chromosome:GRCh37:6:34438567:34438706:-1 gene:ENSG00000221635 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---
TC15000369.hg.1,3.0262499999999997,7.228085215350694,1.5632854825314007e-06,1.168565515586861e-05,--- // --- // ncrna:miRNA chromosome:GRCh37:15:47534401:47534476:1 gene:ENSG00000222311 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---
TC04001252.hg.1,3.025833333333333,4.957386730453555,0.0001104623010790121,0.00037009666421550626,"NM_004262 // TMPRSS11D // transmembrane protease, serine 11D // 4q13.2 // 9407 /// ENST00000283916 // TMPRSS11D // transmembrane protease, serine 11D // 4q13.2 // 9407 /// ENST00000509584 // TMPRSS11D // transmembrane protease, serine 11D // 4q13.2 // 9407 /// ENST00000545541 // TMPRSS11D // transmembrane protease, serine 11D // 4q13.2 // 9407 /// BC125195 // TMPRSS11D // transmembrane protease, serine 11D // 4q13.2 // 9407 /// OTTHUMT00000251430 // TMPRSS11D // NULL // --- // --- /// OTTHUMT00000362286 // TMPRSS11D // NULL // --- // --- /// OTTHUMT00000362254 // TMPRSS11D // NULL // --- // --- /// OTTHUMT00000362255 // TMPRSS11D // NULL // --- // --- /// OTTHUMT00000362285 // TMPRSS11D // NULL // --- // --- /// OTTHUMT00000362287 // TMPRSS11D // NULL // --- // --- /// OTTHUMT00000362288 // TMPRSS11D // NULL // --- // --- /// OTTHUMT00000365637 // TMPRSS11D // NULL // --- // ---"
TC14002250.hg.1,3.0250000000000004,4.973663104454502,0.00011811156645799972,0.0003919908517115941,ENST00000390601 // IGHV3-11 // immunoglobulin heavy variable 3-11 (gene/pseudogene) // --- // --- /// OTTHUMT00000325665 // IGHV3-11 // NULL // --- // ---
TC10001178.hg.1,3.023124999999999,9.183510290834306,1.32775846116119e-08,5.639048639326594e-07,--- // --- // ncrna:snRNA chromosome:GRCh37:10:35539887:35539980:-1 gene:ENSG00000200097 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC0X001237.hg.1,3.0214583333333334,8.799019982083596,2.248861492569066e-07,3.0849778681940064e-06,NM_001006684 // TCEAL8 // transcription elongation factor A (SII)-like 8 // Xq22.1 // 90843 /// NM_153333 // TCEAL8 // transcription elongation factor A (SII)-like 8 // Xq22.1 // 90843 /// ENST00000360000 // TCEAL8 // transcription elongation factor A (SII)-like 8 // Xq22.1 // 90843 /// ENST00000372685 // TCEAL8 // transcription elongation factor A (SII)-like 8 // Xq22.1 // 90843 /// BC035573 // TCEAL8 // transcription elongation factor A (SII)-like 8 // Xq22.1 // 90843 /// OTTHUMT00000057699 // TCEAL8 // NULL // --- // --- /// OTTHUMT00000057698 // TCEAL8 // NULL // --- // --- /// OTTHUMT00000057700 // TCEAL8 // NULL // --- // ---
TC05001562.hg.1,3.0193749999999984,6.364076063895888,1.1579648496233762e-05,5.586557859924795e-05,--- // --- // ncrna:miRNA chromosome:GRCh37:5:84823862:84823952:-1 gene:ENSG00000215953 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---
TC20000390.hg.1,3.0179166666666695,10.450649794736561,3.27509868580496e-09,2.592741665357999e-07,--- // --- // ncrna:snRNA chromosome:GRCh37:20:48411348:48411451:1 gene:ENSG00000252540 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC04000251.hg.1,3.017916666666667,9.220146604111891,5.460261760670378e-08,1.3038945274064488e-06,--- // --- // ncrna:snRNA chromosome:GRCh37:4:41086624:41086730:1 gene:ENSG00000199790 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC06000746.hg.1,3.0166666666666657,5.569808213601048,3.2739027580045763e-05,0.00013259767614858336,--- // --- // ncrna:snRNA chromosome:GRCh37:6:76353800:76353893:1 gene:ENSG00000252498 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC06001494.hg.1,3.0164583333333326,8.549561309084128,2.2015036883672827e-07,3.0451278383462898e-06,--- // --- // ncrna:miRNA chromosome:GRCh37:6:30056598:30056730:-1 gene:ENSG00000252901 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---
TC07000834.hg.1,3.016041666666667,5.112716572296488,0.00011388698190923948,0.0003796495095210112,"NM_020299 // AKR1B10 // aldo-keto reductase family 1, member B10 (aldose reductase) // 7q33 // 57016 /// ENST00000359579 // AKR1B10 // aldo-keto reductase family 1, member B10 (aldose reductase) // 7q33 // 57016 /// ENST00000475559 // AKR1B10 // aldo-keto reductase family 1, member B10 (aldose reductase) // 7q33 // 57016 /// BC008837 // AKR1B10 // aldo-keto reductase family 1, member B10 (aldose reductase) // 7q33 // 57016 /// OTTHUMT00000339615 // AKR1B10 // NULL // --- // --- /// OTTHUMT00000339725 // AKR1B10 // NULL // --- // --- /// OTTHUMT00000339616 // AKR1B10 // NULL // --- // --- /// OTTHUMT00000339617 // AKR1B10 // NULL // --- // ---"
TC15001280.hg.1,3.0124999999999984,11.443575621823962,1.0228652753542192e-09,1.403315029149533e-07,--- // --- // ncrna:snRNA chromosome:GRCh37:15:43929830:43929936:-1 gene:ENSG00000206991 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC15001283.hg.1,3.0124999999999984,11.443575621823962,1.0228652753542192e-09,1.403315029149533e-07,--- // --- // ncrna:snRNA chromosome:GRCh37:15:44026377:44026483:-1 gene:ENSG00000206589 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC04001574.hg.1,3.0116666666666667,5.354815719665185,4.558585640291177e-05,0.00017525315748225594,--- // --- // ncrna:miRNA chromosome:GRCh37:4:139732832:139732920:-1 gene:ENSG00000238971 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---
TC12001269.hg.1,3.010208333333334,8.781460660325557,6.770410729024193e-08,1.4945808947680473e-06,NM_024829 // PLBD1 // phospholipase B domain containing 1 // 12p13.1 // 79887 /// ENST00000240617 // PLBD1 // phospholipase B domain containing 1 // 12p13.1 // 79887 /// BC063561 // PLBD1 // phospholipase B domain containing 1 // 12p13.1 // 79887
TC04001312.hg.1,3.0095833333333326,7.586122745139596,1.5166540211435287e-06,1.143297753290692e-05,--- // --- // ncrna:miRNA chromosome:GRCh37:4:77414400:77414539:-1 gene:ENSG00000221118 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---
TC08000920.hg.1,3.0077083333333334,4.339237186187966,0.0005679598408758234,0.0015227980677623523,"NM_001081551 // DEFB103A // defensin, beta 103A // 8p23.1 // 414325 /// NM_018661 // DEFB103B // defensin, beta 103B // 8p23 // 55894 /// ENST00000318124 // DEFB103A // defensin, beta 103A // 8p23.1 // 414325 /// ENST00000318124 // DEFB103B // defensin, beta 103B // 8p23 // 55894 /// OTTHUMT00000290103 // DEFB103B // NULL // --- // ---"
TC06000689.hg.1,3.006666666666667,7.6176074982824415,1.523617424414268e-06,1.1464844044748379e-05,--- // --- // [retired] cdna:putative chromosome:GRCh37:6:58243374:58243544:1 gene:ENSG00000236143 gene_biotype:processed_transcript transcript_biotype:processed_transcript|[retired] cdna:all chromosome:VEGA50:6:58243374:58243544:1 Gene:OTTHUMG00000014929 // --- // ---
TC01000744.hg.1,3.004583333333334,10.744413386208187,1.7620553413421096e-09,1.816611802903053e-07,--- // --- // ncrna:snRNA chromosome:GRCh37:1:68006810:68006916:1 gene:ENSG00000207504 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC02000491.hg.1,3.004374999999999,8.912372991318016,1.2099063685199971e-07,2.0805336708280715e-06,--- // --- // ncrna:miRNA chromosome:GRCh37:2:155088231:155088342:1 gene:ENSG00000212001 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---
TC15001335.hg.1,3.0039583333333333,6.5865246176217935,7.5989955893797134e-06,3.9661846820191164e-05,NM_000138 // FBN1 // fibrillin 1 // 15q21.1 // 2200 /// ENST00000316623 // FBN1 // fibrillin 1 // 15q21.1 // 2200 /// ENST00000389087 // FBN1 // fibrillin 1 // 15q21.1 // 2200 /// ENST00000544030 // FBN1 // fibrillin 1 // 15q21.1 // 2200 /// ENST00000560355 // FBN1 // fibrillin 1 // 15q21.1 // 2200 /// ENST00000561429 // FBN1 // fibrillin 1 // 15q21.1 // 2200 /// BC146854 // FBN1 // fibrillin 1 // 15q21.1 // 2200
TC04001255.hg.1,3.003958333333333,7.107384564877245,2.319176906354577e-06,1.5659371876043584e-05,"NM_207407 // TMPRSS11F // transmembrane protease, serine 11F // 4q13.2 // 389208 /// ENST00000356291 // TMPRSS11F // transmembrane protease, serine 11F // 4q13.2 // 389208 /// OTTHUMT00000251439 // TMPRSS11F // NULL // --- // ---"
TC01003263.hg.1,3.002916666666666,7.299258074067483,2.078240924599541e-06,1.43996976355795e-05,NM_002963 // S100A7 // S100 calcium binding protein A7 // 1q21 // 6278 /// ENST00000368722 // S100A7 // S100 calcium binding protein A7 // 1q21 // 6278 /// ENST00000368723 // S100A7 // S100 calcium binding protein A7 // 1q21 // 6278 /// BC034687 // S100A7 // S100 calcium binding protein A7 // 1q21 // 6278 /// OTTHUMT00000036790 // S100A7 // NULL // --- // --- /// OTTHUMT00000036789 // S100A7 // NULL // --- // ---
TC14002272.hg.1,3.0027083333333344,4.7948257231297005,0.00018588245234053624,0.000581069819537623,ENST00000390625 // IGHV3-49 // immunoglobulin heavy variable 3-49 // --- // --- /// OTTHUMT00000324613 // IGHV3-49 // NULL // --- // ---
TC22000329.hg.1,3.001875,11.065138314067719,6.400387317382642e-10,1.0859431024327011e-07,--- // --- // ncrna:snRNA chromosome:GRCh37:22:41313747:41313850:1 gene:ENSG00000200683 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC16001071.hg.1,2.999583333333333,5.619504993711784,4.0040547485389275e-05,0.00015710970892465816,ENST00000438532 // IGHV3OR16-7 // immunoglobulin heavy variable 3/OR16-7 (pseudogene) // --- // --- /// ENST00000558425 // IGHV3OR16-7 // immunoglobulin heavy variable 3/OR16-7 (pseudogene) // --- // ---
TC11001094.hg.1,2.999583333333332,9.219701365184816,1.2554127719255359e-08,5.465861615898619e-07,--- // --- // ncrna:snRNA chromosome:GRCh37:11:119527021:119527126:1 gene:ENSG00000199217 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC09001256.hg.1,2.999374999999999,5.456536832844291,4.020442669940259e-05,0.00015765196714228314,--- // --- // ncrna:miRNA chromosome:GRCh37:9:83349157:83349244:-1 gene:ENSG00000221581 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---
TC06001112.hg.1,2.998541666666667,6.651822019621862,2.9774160550992714e-06,1.9012666796098683e-05,--- // --- // ncrna:miRNA chromosome:GRCh37:6:153373597:153373679:1 gene:ENSG00000212101 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---
TC07001918.hg.1,2.9983333333333335,9.61356028318928,7.27326580735751e-09,3.9545015574817863e-07,--- // --- // ncrna:misc_RNA chromosome:GRCh37:7:139794497:139794592:-1 gene:ENSG00000251728 gene_biotype:misc_RNA transcript_biotype:misc_RNA // --- // ---
TC01001255.hg.1,2.9958333333333327,6.355501551234657,9.931226823044812e-06,4.932596976364887e-05,NM_176823 // S100A7A // S100 calcium binding protein A7A // 1q21.3 // 338324 /// ENST00000329256 // S100A7A // S100 calcium binding protein A7A // 1q21.3 // 338324 /// ENST00000368728 // S100A7A // S100 calcium binding protein A7A // 1q21.3 // 338324 /// ENST00000368729 // S100A7A // S100 calcium binding protein A7A // 1q21.3 // 338324 /// OTTHUMT00000036788 // S100A7A // NULL // --- // --- /// OTTHUMT00000036787 // S100A7A // NULL // --- // --- /// OTTHUMT00000036786 // S100A7A // NULL // --- // ---
TC12000289.hg.1,2.995416666666669,7.13256431956855,6.573342669433419e-07,6.318009316130368e-06,--- // --- // ncrna:snRNA chromosome:GRCh37:12:31519222:31519300:1 gene:ENSG00000207477 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC05001626.hg.1,2.9922916666666657,7.431669791409761,1.2845307203123563e-06,1.0148799635106213e-05,--- // --- // ncrna:miRNA chromosome:GRCh37:5:97974801:97974935:-1 gene:ENSG00000223053 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---
TC20000438.hg.1,2.9918750000000003,7.067809321612376,3.4913769863728337e-06,2.1531114624272575e-05,--- // --- // ncrna:miRNA chromosome:GRCh37:20:55293942:55294025:1 gene:ENSG00000221416 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---
TC06001569.hg.1,2.990624999999999,7.7744496932750105,3.5230465105666093e-07,4.14250887629361e-06,"--- // --- // AK293020,uc010jub.1 // --- // ---"
TC02002124.hg.1,2.990208333333332,7.5530412553933015,1.4194382036225416e-06,1.0887303840779532e-05,--- // --- // ncrna:snRNA chromosome:GRCh37:2:98529517:98529580:-1 gene:ENSG00000238719 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC05002969.hg.1,2.9899999999999984,4.916565187227875,8.488280710106544e-05,0.0002964554537326479,--- // --- // accn=L16886 class=mRNAlike lncRNA name=NULL ref=H-invitational v7.5 transcriptId=HIT000192294 cpcScore=3.3111400 cnci=-0.3296640 // --- // ---
TC03000403.hg.1,2.9881249999999993,6.988145656129696,1.7982589720809118e-06,1.2958364301214367e-05,NR_030317 // MIR548A2 // microRNA 548a-2 // --- // 693126
TC10002943.hg.1,2.9854166666666666,11.970573929452096,3.385584759133745e-09,2.649151420797028e-07,NM_001164182 // ENTPD1 // ectonucleoside triphosphate diphosphohydrolase 1 // 10q24 // 953 /// NM_001164178 // ENTPD1 // ectonucleoside triphosphate diphosphohydrolase 1 // 10q24 // 953 /// NM_001164183 // ENTPD1 // ectonucleoside triphosphate diphosphohydrolase 1 // 10q24 // 953 /// NM_001164181 // ENTPD1 // ectonucleoside triphosphate diphosphohydrolase 1 // 10q24 // 953 /// NM_001098175 // ENTPD1 // ectonucleoside triphosphate diphosphohydrolase 1 // 10q24 // 953 /// NM_001164179 // ENTPD1 // ectonucleoside triphosphate diphosphohydrolase 1 // 10q24 // 953 /// NM_001776 // ENTPD1 // ectonucleoside triphosphate diphosphohydrolase 1 // 10q24 // 953 /// ENST00000371203 // ENTPD1 // ectonucleoside triphosphate diphosphohydrolase 1 // 10q24 // 953 /// ENST00000371205 // ENTPD1 // ectonucleoside triphosphate diphosphohydrolase 1 // 10q24 // 953 /// ENST00000371206 // ENTPD1 // ectonucleoside triphosphate diphosphohydrolase 1 // 10q24 // 953 /// ENST00000371207 // ENTPD1 // ectonucleoside triphosphate diphosphohydrolase 1 // 10q24 // 953 /// ENST00000453258 // ENTPD1 // ectonucleoside triphosphate diphosphohydrolase 1 // 10q24 // 953 /// ENST00000481316 // ENTPD1 // ectonucleoside triphosphate diphosphohydrolase 1 // 10q24 // 953 /// ENST00000539125 // ENTPD1 // ectonucleoside triphosphate diphosphohydrolase 1 // 10q24 // 953 /// ENST00000543964 // ENTPD1 // ectonucleoside triphosphate diphosphohydrolase 1 // 10q24 // 953 /// BC047664 // ENTPD1 // ectonucleoside triphosphate diphosphohydrolase 1 // 10q24 // 953 /// OTTHUMT00000049566 // ENTPD1 // NULL // --- // --- /// OTTHUMT00000049564 // ENTPD1 // NULL // --- // --- /// OTTHUMT00000049558 // OTTHUMG00000018817 // NULL // --- // --- /// OTTHUMT00000049558 // RP11-429G19.3 // NULL // --- // --- /// OTTHUMT00000049563 // ENTPD1 // NULL // --- // --- /// OTTHUMT00000049559 // ENTPD1 // NULL // --- // --- /// OTTHUMT00000049560 // ENTPD1 // NULL // --- // --- /// OTTHUMT00000049561 // ENTPD1 // NULL // --- // --- /// OTTHUMT00000049568 // ENTPD1 // NULL // --- // --- /// OTTHUMT00000049569 // ENTPD1 // NULL // --- // ---
TC10000564.hg.1,2.982916666666668,6.9273560301691575,2.7244568682346054e-06,1.77635534805587e-05,--- // --- // ncrna:miRNA chromosome:GRCh37:10:80510359:80510454:1 gene:ENSG00000223243 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---
TC08000385.hg.1,2.9825000000000004,6.597769154454596,7.332664847696982e-06,3.857589528165175e-05,--- // --- // ncrna:miRNA chromosome:GRCh37:8:56821520:56821611:1 gene:ENSG00000216204 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---
TC08000120.hg.1,2.981875,8.63611342704631,2.3711285686109602e-07,3.188957776959986e-06,--- // --- // ncrna:miRNA chromosome:GRCh37:8:15379393:15379475:1 gene:ENSG00000223214 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---
TC0X001255.hg.1,2.9806249999999994,11.934482766348781,7.938522039753295e-10,1.2295241199551847e-07,--- // --- // ncrna:snRNA chromosome:GRCh37:X:104920064:104920170:-1 gene:ENSG00000206864 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC01000551.hg.1,2.978541666666666,10.957975163957224,1.3995431576983786e-09,1.629454316432002e-07,--- // --- // ncrna:snRNA chromosome:GRCh37:1:44182138:44182227:1 gene:ENSG00000252201 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC16000236.hg.1,2.9752083333333337,9.212486663654516,4.535094913300274e-08,1.160066797356485e-06,--- // --- // ncrna:snRNA chromosome:GRCh37:16:21653375:21653481:1 gene:ENSG00000207248 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC08001556.hg.1,2.9747916666666656,9.81471005774125,5.516122518154564e-08,1.3093211607244215e-06,NM_001040092 // ENPP2 // ectonucleotide pyrophosphatase/phosphodiesterase 2 // 8q24.1 // 5168 /// NM_001130863 // ENPP2 // ectonucleotide pyrophosphatase/phosphodiesterase 2 // 8q24.1 // 5168 /// NM_006209 // ENPP2 // ectonucleotide pyrophosphatase/phosphodiesterase 2 // 8q24.1 // 5168 /// NR_045555 // ENPP2 // ectonucleotide pyrophosphatase/phosphodiesterase 2 // 8q24.1 // 5168 /// ENST00000075322 // ENPP2 // ectonucleotide pyrophosphatase/phosphodiesterase 2 // 8q24.1 // 5168 /// ENST00000259486 // ENPP2 // ectonucleotide pyrophosphatase/phosphodiesterase 2 // 8q24.1 // 5168 /// ENST00000427067 // ENPP2 // ectonucleotide pyrophosphatase/phosphodiesterase 2 // 8q24.1 // 5168 /// ENST00000522167 // ENPP2 // ectonucleotide pyrophosphatase/phosphodiesterase 2 // 8q24.1 // 5168 /// ENST00000522826 // ENPP2 // ectonucleotide pyrophosphatase/phosphodiesterase 2 // 8q24.1 // 5168 /// BC034961 // ENPP2 // ectonucleotide pyrophosphatase/phosphodiesterase 2 // 8q24.1 // 5168 /// OTTHUMT00000381390 // ENPP2 // NULL // --- // --- /// OTTHUMT00000381385 // ENPP2 // NULL // --- // --- /// OTTHUMT00000381386 // ENPP2 // NULL // --- // --- /// OTTHUMT00000381388 // ENPP2 // NULL // --- // --- /// OTTHUMT00000381389 // ENPP2 // NULL // --- // --- /// OTTHUMT00000381387 // ENPP2 // NULL // --- // --- /// OTTHUMT00000381392 // ENPP2 // NULL // --- // --- /// OTTHUMT00000381393 // ENPP2 // NULL // --- // ---
TC12000715.hg.1,2.9741666666666653,7.380519993506596,7.909608523682251e-07,7.1607460033143195e-06,--- // --- // ncrna:snRNA chromosome:GRCh37:12:93346415:93346521:1 gene:ENSG00000202534 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC01006376.hg.1,2.97375,3.206441162741762,0.005062245665275549,0.010064872373240115,NM_001014450 // SPRR2F // small proline-rich protein 2F // 1q21-q22 // 6705 /// ENST00000468739 // SPRR2F // small proline-rich protein 2F // 1q21-q22 // 6705 /// OTTHUMT00000040056 // SPRR2F // NULL // --- // ---
TC01000528.hg.1,2.9712499999999995,10.255507051355414,2.2601167452328114e-09,2.099328247208821e-07,--- // --- // ncrna:snRNA chromosome:GRCh37:1:43034704:43034810:1 gene:ENSG00000200254 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC16000208.hg.1,2.9710416666666655,8.865940719502145,8.637319880945469e-08,1.7004692038498123e-06,--- // --- // ncrna:snRNA chromosome:GRCh37:16:19023479:19023585:1 gene:ENSG00000207167 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC14000672.hg.1,2.969791666666666,8.076754820247073,6.223140272459911e-07,6.071900250233678e-06,--- // --- // ncrna:snoRNA chromosome:GRCh37:14:101406904:101406974:1 gene:ENSG00000251918 gene_biotype:snoRNA transcript_biotype:snoRNA // --- // ---
TC03002058.hg.1,2.9695833333333335,7.034238445692306,3.3913333474122505e-06,2.1015872100950213e-05,--- // --- // ncrna:miRNA chromosome:GRCh37:3:183520263:183520341:-1 gene:ENSG00000216166 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---
TC04001085.hg.1,2.969166666666668,8.580193203077004,2.087954002697749e-07,2.9462403895706484e-06,--- // --- // ncrna:miRNA chromosome:GRCh37:4:24422799:24422924:-1 gene:ENSG00000222262 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---
TC04001101.hg.1,2.9691666666666676,7.738294053166416,8.193408557607105e-07,7.331184484935637e-06,--- // --- // ncrna:miRNA chromosome:GRCh37:12:103320292:103320383:-1 gene:ENSG00000221807 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---
TC02001722.hg.1,2.968958333333333,9.086892933297907,1.658181358441183e-08,6.46126201805056e-07,--- // --- // ncrna:snRNA chromosome:GRCh37:2:32439525:32439631:-1 gene:ENSG00000201113 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC01000366.hg.1,2.9681250000000015,12.5107093164359,9.70195828273809e-11,3.809033947190336e-08,--- // --- // ncrna:snRNA chromosome:GRCh37:1:28020242:28020346:1 gene:ENSG00000207095 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---
TC02000398.hg.1,2.966666666666665,14.18955216907657,4.2856675864658765e-11,2.672699119073798e-08,NM_002664 // PLEK // pleckstrin // 2p13.3 // 5341 /// ENST00000234313 // PLEK // pleckstrin // 2p13.3 // 5341 /// BC018549 // PLEK // pleckstrin // 2p13.3 // 5341 /// OTTHUMT00000251755 // PLEK // NULL // --- // --- /// OTTHUMT00000327246 // PLEK // NULL // --- // ---
TC21000085.hg.1,2.965416666666667,8.06491466273757,5.740405893285217e-07,5.742453753143577e-06,NR_039916 // MIR4759 // microRNA 4759 // --- // 100616243
TC04001113.hg.1,2.965416666666666,7.657455534569815,1.1062173709685013e-06,9.091224469568733e-06,NR_039965 // MIR4801 // microRNA 4801 // --- // 100616435
TC06003046.hg.1,2.9643749999999995,8.117553137296708,4.569867102637657e-07,4.940665797421e-06,--- // --- // accn=AF086026 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=4607 cpcScore=-1.4223600 cnci=-0.3859826 // --- // ---
TC11002331.hg.1,2.9635416666666665,7.237115314063957,2.2156648424319584e-06,1.5136005612518492e-05,--- // --- // uc021qqu.1 // --- // ---
